,Year,Studio,One Bedroom,Two Bedroom,Three Bedroom,Four Bedroom,County,pop2010,acs_2018_2,State,fmr_type,fmr_pct_chg,fmr_dollar_chg
1054,2019,459,508,672,883,908,Bourbon County,15173,697,KS,50,-0.035868006,-25
1055,2019,490,508,672,842,983,Brown County,9984,697,KS,50,-0.035868006,-25
1056,2019,506,598,787,1073,1302,Butler County,65880,807,KS,50,-0.024783147,-20
1057,2019,490,517,672,902,979,Chase County,2790,697,KS,50,-0.035868006,-25
1058,2019,541,562,743,931,1082,Chautauqua County,3669,768,KS,50,-0.032552083,-25
1059,2019,490,530,672,900,979,Cherokee County,21603,697,KS,50,-0.035868006,-25
1060,2019,490,587,672,972,979,Cheyenne County,2726,697,KS,50,-0.035868006,-25
1061,2019,542,562,744,973,1006,Clark County,2215,712,KS,50,0.04494382,32
1062,2019,589,611,808,1083,1331,Clay County,8535,830,KS,50,-0.026506024,-22
1063,2019,490,508,672,854,973,Cloud County,9533,697,KS,50,-0.035868006,-25
1064,2019,490,513,672,898,1068,Coffey County,8601,697,KS,50,-0.035868006,-25
1065,2019,490,508,672,842,979,Comanche County,1891,697,KS,50,-0.035868006,-25
1066,2019,490,508,672,878,908,Cowley County,36311,701,KS,50,-0.041369472,-29
1067,2019,529,532,704,991,1063,Crawford County,39134,730,KS,50,-0.035616438,-26
1068,2019,490,508,672,925,979,Decatur County,2961,697,KS,50,-0.035868006,-25
1069,2019,436,513,678,913,916,Dickinson County,19754,697,KS,50,-0.027259684,-19
1070,2019,531,591,761,1005,1099,Doniphan County,7945,739,KS,50,0.029769959,22
1071,2019,652,706,918,1327,1612,Douglas County,110826,843,KS,50,0.088967972,75
1072,2019,490,508,672,842,979,Edwards County,3037,697,KS,50,-0.035868006,-25
1073,2019,490,508,672,842,1153,Elk County,2882,697,KS,50,-0.035868006,-25
1074,2019,506,527,694,914,1200,Ellis County,28452,710,KS,50,-0.022535211,-16
1075,2019,490,508,672,842,908,Ellsworth County,6497,697,KS,50,-0.035868006,-25
1076,2019,562,592,771,966,1132,Finney County,36776,784,KS,50,-0.016581633,-13
1077,2019,537,557,737,1020,1067,Ford County,33848,763,KS,50,-0.034076016,-26
1078,2019,530,584,773,968,1129,Franklin County,25992,807,KS,50,-0.042131351,-34
1079,2019,722,727,962,1367,1690,Geary County,34362,985,KS,50,-0.023350254,-23
1080,2019,490,508,672,842,908,Gove County,2695,697,KS,50,-0.035868006,-25
1081,2019,490,587,672,886,979,Graham County,2597,697,KS,50,-0.035868006,-25
1082,2019,490,508,672,842,979,Grant County,7829,697,KS,50,-0.035868006,-25
1083,2019,490,508,672,842,942,Gray County,6006,697,KS,50,-0.035868006,-25
1084,2019,501,520,688,900,1002,Greeley County,1247,697,KS,50,-0.012912482,-9
1085,2019,490,564,672,842,1039,Greenwood County,6689,697,KS,50,-0.035868006,-25
1086,2019,498,517,684,857,981,Hamilton County,2690,745,KS,50,-0.081879195,-61
1087,2019,490,508,672,842,1031,Harper County,6034,697,KS,50,-0.035868006,-25
1088,2019,506,598,787,1073,1302,Harvey County,34684,807,KS,50,-0.024783147,-20
1089,2019,607,626,833,1044,1219,Haskell County,4256,925,KS,50,-0.099459459,-92
1090,2019,490,537,672,905,918,Hodgeman County,1916,697,KS,50,-0.035868006,-25
1091,2019,543,593,785,1033,1229,Jackson County,13462,786,KS,50,-0.001272265,-1
1092,2019,543,593,785,1033,1229,Jefferson County,19126,786,KS,50,-0.001272265,-1
1093,2019,490,553,672,842,908,Jewell County,3077,697,KS,50,-0.035868006,-25
1094,2019,640,786,953,1286,1457,Johnson County,544179,869,KS,50,0.096662831,84
1095,2019,490,508,672,860,979,Kearny County,3977,697,KS,50,-0.035868006,-25
1096,2019,432,518,672,953,1089,Kingman County,7858,697,KS,50,-0.035868006,-25
1097,2019,432,587,672,970,1180,Kiowa County,2553,697,KS,50,-0.035868006,-25
1098,2019,432,508,672,872,1043,Labette County,21607,697,KS,50,-0.035868006,-25
1099,2019,490,508,672,884,979,Lane County,1750,709,KS,50,-0.052186178,-37
1100,2019,640,786,953,1286,1457,Leavenworth County,76227,869,KS,50,0.096662831,84
1101,2019,490,577,672,879,979,Lincoln County,3241,697,KS,50,-0.035868006,-25
1102,2019,640,786,953,1286,1457,Linn County,9656,869,KS,50,0.096662831,84
1103,2019,490,508,672,972,1057,Logan County,2756,697,KS,50,-0.035868006,-25
1104,2019,440,508,672,969,987,Lyon County,33690,697,KS,50,-0.035868006,-25
1105,2019,528,548,725,918,1035,McPherson County,29180,748,KS,50,-0.030748663,-23
1106,2019,490,508,672,842,908,Marion County,12660,697,KS,50,-0.035868006,-25
1107,2019,490,508,672,859,953,Marshall County,10117,697,KS,50,-0.035868006,-25
1108,2019,490,513,672,905,908,Meade County,4575,697,KS,50,-0.035868006,-25
1109,2019,640,786,953,1286,1457,Miami County,32787,869,KS,50,0.096662831,84
1110,2019,490,508,672,852,979,Mitchell County,6373,697,KS,50,-0.035868006,-25
1111,2019,486,508,672,886,979,Montgomery County,35471,700,KS,50,-0.04,-28
1112,2019,490,541,672,923,926,Morris County,5923,697,KS,50,-0.035868006,-25
1113,2019,490,509,672,860,908,Morton County,3233,697,KS,50,-0.035868006,-25
1114,2019,490,555,672,930,1174,Nemaha County,10178,697,KS,50,-0.035868006,-25
1115,2019,490,582,672,900,908,Neosho County,16512,697,KS,50,-0.035868006,-25
1116,2019,490,587,672,924,927,Ness County,3107,697,KS,50,-0.035868006,-25
1117,2019,490,508,672,955,979,Norton County,5671,697,KS,50,-0.035868006,-25
1118,2019,543,593,785,1033,1229,Osage County,16295,786,KS,50,-0.001272265,-1
1119,2019,490,587,672,905,908,Osborne County,3858,697,KS,50,-0.035868006,-25
1120,2019,501,520,688,918,938,Ottawa County,6091,709,KS,50,-0.029619182,-21
1121,2019,501,547,688,900,1002,Pawnee County,6973,697,KS,50,-0.012912482,-9
1122,2019,490,587,672,922,979,Phillips County,5642,697,KS,50,-0.035868006,-25
1123,2019,722,727,944,1330,1658,Pottawatomie County,21604,1014,KS,50,-0.069033531,-70
1124,2019,531,572,729,913,1243,Pratt County,9656,736,KS,50,-0.00951087,-7
1125,2019,490,508,672,842,979,Rawlins County,2519,697,KS,50,-0.035868006,-25
1126,2019,468,551,729,913,1040,Reno County,64511,775,KS,50,-0.059354839,-46
1127,2019,490,554,672,951,955,Republic County,4980,697,KS,50,-0.035868006,-25
1128,2019,490,517,672,896,1084,Rice County,10083,697,KS,50,-0.035868006,-25
1129,2019,722,727,944,1330,1658,Riley County,71115,1014,KS,50,-0.069033531,-70
1130,2019,490,527,672,842,908,Rooks County,5181,697,KS,50,-0.035868006,-25
1131,2019,490,565,672,935,938,Rush County,3307,697,KS,50,-0.035868006,-25
1132,2019,490,508,672,925,979,Russell County,6970,708,KS,50,-0.050847458,-36
1133,2019,528,585,766,1002,1072,Saline County,55606,778,KS,50,-0.015424165,-12
1134,2019,519,535,711,891,1155,Scott County,4936,790,KS,50,-0.1,-79
1135,2019,506,598,787,1073,1302,Sedgwick County,498365,807,KS,50,-0.024783147,-20
1136,2019,466,629,726,964,1069,Seward County,22952,760,KS,50,-0.044736842,-34
1137,2019,543,593,785,1033,1229,Shawnee County,177934,786,KS,50,-0.001272265,-1
1138,2019,490,508,672,873,979,Sheridan County,2556,697,KS,50,-0.035868006,-25
1139,2019,534,554,733,918,991,Sherman County,6010,744,KS,50,-0.014784946,-11
1140,2019,490,567,672,903,979,Smith County,3853,697,KS,50,-0.035868006,-25
1141,2019,490,508,672,842,908,Stafford County,4437,697,KS,50,-0.035868006,-25
1142,2019,490,508,672,842,979,Stanton County,2235,697,KS,50,-0.035868006,-25
1143,2019,522,542,717,898,1113,Stevens County,5724,754,KS,50,-0.049071618,-37
1144,2019,448,531,697,906,1143,Sumner County,24132,712,KS,50,-0.021067416,-15
1145,2019,490,547,672,972,1007,Thomas County,7900,697,KS,50,-0.035868006,-25
1146,2019,490,587,672,842,908,Trego County,3001,697,KS,50,-0.035868006,-25
1147,2019,543,593,785,1033,1229,Wabaunsee County,7053,786,KS,50,-0.001272265,-1
1148,2019,490,564,672,940,979,Wallace County,1485,697,KS,50,-0.035868006,-25
1149,2019,490,508,672,842,908,Washington County,5799,697,KS,50,-0.035868006,-25
1150,2019,490,508,672,972,979,Wichita County,2234,697,KS,50,-0.035868006,-25
1151,2019,490,510,672,932,1107,Wilson County,9409,697,KS,50,-0.035868006,-25
1152,2019,490,508,672,842,979,Woodson County,3309,697,KS,50,-0.035868006,-25
1153,2019,640,786,953,1286,1457,Wyandotte County,157505,869,KS,50,0.096662831,84
1154,2019,451,467,618,811,935,Adair County,18656,620,KY,50,-0.003225806,-2
1155,2019,482,485,642,865,1128,Allen County,19956,666,KY,50,-0.036036036,-24
1156,2019,521,636,728,980,984,Anderson County,21421,741,KY,50,-0.01754386,-13
1157,2019,473,500,661,828,893,Ballard County,8249,638,KY,50,0.036050157,23
1158,2019,411,524,639,840,869,Barren County,42173,646,KY,50,-0.010835913,-7
1159,2019,460,486,643,806,906,Bath County,11591,628,KY,50,0.02388535,15
1160,2019,473,511,618,832,835,Bell County,28691,620,KY,50,-0.003225806,-2
1161,2019,584,670,884,1223,1414,Boone County,118811,845,KY,50,0.046153846,39
1162,2019,617,692,883,1231,1551,Bourbon County,19985,820,KY,50,0.076829268,63
1163,2019,509,609,734,989,1178,Boyd County,49542,696,KY,50,0.054597701,38
1164,2019,497,546,694,946,1099,Boyle County,28432,691,KY,50,0.004341534,3
1165,2019,584,670,884,1223,1414,Bracken County,8488,845,KY,50,0.046153846,39
1166,2019,443,467,618,840,885,Breathitt County,13878,620,KY,50,-0.003225806,-2
1167,2019,464,467,618,774,1010,Breckinridge County,20059,620,KY,50,-0.003225806,-2
1168,2019,602,688,853,1158,1307,Bullitt County,74319,821,KY,50,0.038976857,32
1169,2019,464,467,618,847,932,Butler County,12690,620,KY,50,-0.003225806,-2
1170,2019,443,536,618,807,843,Caldwell County,12984,620,KY,50,-0.003225806,-2
1171,2019,436,513,678,913,916,Calloway County,37191,702,KY,50,-0.034188034,-24
1172,2019,584,670,884,1223,1414,Campbell County,90336,845,KY,50,0.046153846,39
1173,2019,468,494,653,818,891,Carlisle County,5104,655,KY,50,-0.003053435,-2
1174,2019,483,515,675,942,960,Carroll County,10811,689,KY,50,-0.020319303,-14
1175,2019,443,467,618,774,940,Carter County,27720,622,KY,50,-0.006430868,-4
1176,2019,443,534,618,811,835,Casey County,15955,620,KY,50,-0.003225806,-2
1177,2019,563,689,867,1220,1404,Christian County,73955,838,KY,50,0.034606205,29
1178,2019,617,692,883,1231,1551,Clark County,35613,820,KY,50,0.076829268,63
1179,2019,443,539,618,774,1034,Clay County,21730,620,KY,50,-0.003225806,-2
1180,2019,443,493,618,774,835,Clinton County,10272,620,KY,50,-0.003225806,-2
1181,2019,443,513,618,840,843,Crittenden County,9315,620,KY,50,-0.003225806,-2
1182,2019,427,489,618,774,843,Cumberland County,6856,620,KY,50,-0.003225806,-2
1183,2019,536,571,746,962,1142,Daviess County,96656,713,KY,50,0.04628331,33
1184,2019,603,615,781,1037,1368,Edmonson County,12161,777,KY,50,0.005148005,4
1185,2019,452,499,631,791,861,Elliott County,7852,620,KY,50,0.017741935,11
1186,2019,443,467,618,786,890,Estill County,14672,620,KY,50,-0.003225806,-2
1187,2019,617,692,883,1231,1551,Fayette County,295803,820,KY,50,0.076829268,63
1188,2019,443,467,618,774,843,Fleming County,14348,620,KY,50,-0.003225806,-2
1189,2019,504,507,618,815,1030,Floyd County,39451,620,KY,50,-0.003225806,-2
1190,2019,542,632,757,992,1136,Franklin County,49285,736,KY,50,0.028532609,21
1191,2019,464,467,618,779,835,Fulton County,6813,620,KY,50,-0.003225806,-2
1192,2019,584,670,884,1223,1414,Gallatin County,8589,845,KY,50,0.046153846,39
1193,2019,474,523,662,829,1006,Garrard County,16912,657,KY,50,0.00761035,5
1194,2019,630,634,799,1155,1388,Grant County,24662,781,KY,50,0.023047375,18
1195,2019,443,467,618,830,869,Graves County,37121,620,KY,50,-0.003225806,-2
1196,2019,443,539,618,840,843,Grayson County,25746,620,KY,50,-0.003225806,-2
1197,2019,443,467,618,774,835,Green County,11258,620,KY,50,-0.003225806,-2
1198,2019,509,609,734,989,1178,Greenup County,36910,696,KY,50,0.054597701,38
1199,2019,536,571,746,962,1142,Hancock County,8565,713,KY,50,0.04628331,33
1200,2019,543,579,766,1108,1345,Hardin County,105543,749,KY,50,0.022696929,17
1201,2019,482,502,618,832,835,Harlan County,29278,620,KY,50,-0.003225806,-2
1202,2019,443,486,618,851,965,Harrison County,18846,620,KY,50,-0.003225806,-2
1203,2019,443,516,618,870,978,Hart County,18199,620,KY,50,-0.003225806,-2
1204,2019,565,612,788,1017,1065,Henderson County,46250,769,KY,50,0.024707412,19
1205,2019,602,688,853,1158,1307,Henry County,15416,821,KY,50,0.038976857,32
1206,2019,443,489,618,832,835,Hickman County,4902,620,KY,50,-0.003225806,-2
1207,2019,450,475,628,828,910,Hopkins County,46920,629,KY,50,-0.001589825,-1
1208,2019,443,489,618,877,880,Jackson County,13494,620,KY,50,-0.003225806,-2
1209,2019,602,688,853,1158,1307,Jefferson County,741096,821,KY,50,0.038976857,32
1210,2019,617,692,883,1231,1551,Jessamine County,48586,820,KY,50,0.076829268,63
1211,2019,443,486,618,832,835,Johnson County,23356,620,KY,50,-0.003225806,-2
1212,2019,584,670,884,1223,1414,Kenton County,159720,845,KY,50,0.046153846,39
1213,2019,443,467,618,784,837,Knott County,16346,620,KY,50,-0.003225806,-2
1214,2019,443,523,618,843,1085,Knox County,31883,620,KY,50,-0.003225806,-2
1215,2019,543,579,766,1108,1345,Larue County,14193,749,KY,50,0.022696929,17
1216,2019,460,543,642,880,1009,Laurel County,58849,620,KY,50,0.035483871,22
1217,2019,443,526,618,839,983,Lawrence County,15860,620,KY,50,-0.003225806,-2
1218,2019,443,483,618,788,843,Lee County,7887,620,KY,50,-0.003225806,-2
1219,2019,474,489,618,840,843,Leslie County,11310,620,KY,50,-0.003225806,-2
1220,2019,448,501,625,783,857,Letcher County,24519,620,KY,50,0.008064516,5
1221,2019,443,517,618,774,912,Lewis County,13870,620,KY,50,-0.003225806,-2
1222,2019,443,470,618,808,939,Lincoln County,24742,620,KY,50,-0.003225806,-2
1223,2019,443,508,618,840,843,Livingston County,9519,620,KY,50,-0.003225806,-2
1224,2019,447,514,624,817,843,Logan County,26835,630,KY,50,-0.00952381,-6
1225,2019,443,483,618,840,843,Lyon County,8314,620,KY,50,-0.003225806,-2
1226,2019,468,551,729,922,1109,McCracken County,65565,684,KY,50,0.065789474,45
1227,2019,443,467,618,808,835,McCreary County,18306,620,KY,50,-0.003225806,-2
1228,2019,536,571,746,962,1142,McLean County,9531,713,KY,50,0.04628331,33
1229,2019,479,522,691,985,1027,Madison County,82916,698,KY,50,-0.010028653,-7
1230,2019,443,539,618,809,843,Magoffin County,13333,620,KY,50,-0.003225806,-2
1231,2019,451,550,630,789,1016,Marion County,19820,634,KY,50,-0.006309148,-4
1232,2019,583,598,685,858,934,Marshall County,31448,712,KY,50,-0.037921348,-27
1233,2019,443,486,618,840,983,Martin County,12929,620,KY,50,-0.003225806,-2
1234,2019,450,502,628,812,857,Mason County,17490,643,KY,50,-0.023328149,-15
1235,2019,476,557,702,1015,1223,Meade County,28602,724,KY,50,-0.03038674,-22
1236,2019,443,467,618,774,835,Menifee County,6306,620,KY,50,-0.003225806,-2
1237,2019,465,491,649,867,1140,Mercer County,21331,642,KY,50,0.010903427,7
1238,2019,443,540,618,774,835,Metcalfe County,10099,620,KY,50,-0.003225806,-2
1239,2019,443,467,618,789,835,Monroe County,10963,620,KY,50,-0.003225806,-2
1240,2019,500,528,698,878,1151,Montgomery County,26499,692,KY,50,0.00867052,6
1241,2019,473,540,618,791,866,Morgan County,13923,620,KY,50,-0.003225806,-2
1242,2019,443,497,618,774,867,Muhlenberg County,31499,620,KY,50,-0.003225806,-2
1243,2019,500,528,698,1002,1006,Nelson County,43437,701,KY,50,-0.004279601,-3
1244,2019,443,467,618,840,843,Nicholas County,7135,620,KY,50,-0.003225806,-2
1245,2019,443,498,618,840,885,Ohio County,23842,620,KY,50,-0.003225806,-2
1246,2019,602,688,853,1158,1307,Oldham County,60316,821,KY,50,0.038976857,32
1247,2019,450,477,629,827,858,Owen County,10841,631,KY,50,-0.003169572,-2
1248,2019,443,489,618,840,843,Owsley County,4755,620,KY,50,-0.003225806,-2
1249,2019,584,670,884,1223,1414,Pendleton County,14877,845,KY,50,0.046153846,39
1250,2019,443,489,618,832,835,Perry County,28712,620,KY,50,-0.003225806,-2
1251,2019,490,517,684,857,1007,Pike County,65024,674,KY,50,0.014836795,10
1252,2019,443,506,618,796,843,Powell County,12613,620,KY,50,-0.003225806,-2
1253,2019,409,486,622,803,841,Pulaski County,63063,627,KY,50,-0.007974482,-5
1254,2019,478,504,667,836,910,Robertson County,2282,672,KY,50,-0.007440476,-5
1255,2019,464,467,618,859,964,Rockcastle County,17056,620,KY,50,-0.003225806,-2
1256,2019,501,590,700,877,1057,Rowan County,23333,714,KY,50,-0.019607843,-14
1257,2019,509,512,618,805,1085,Russell County,17565,620,KY,50,-0.003225806,-2
1258,2019,617,692,883,1231,1551,Scott County,47173,820,KY,50,0.076829268,63
1259,2019,579,618,817,1151,1380,Shelby County,42074,800,KY,50,0.02125,17
1260,2019,496,560,692,867,935,Simpson County,17327,699,KY,50,-0.010014306,-7
1261,2019,602,688,853,1158,1307,Spencer County,17061,821,KY,50,0.038976857,32
1262,2019,492,495,618,815,906,Taylor County,24512,626,KY,50,-0.012779553,-8
1263,2019,459,487,641,803,866,Todd County,12460,639,KY,50,0.00312989,2
1264,2019,563,689,867,1220,1404,Trigg County,14339,838,KY,50,0.034606205,29
1265,2019,602,688,853,1158,1307,Trimble County,8809,821,KY,50,0.038976857,32
1266,2019,473,540,618,878,1085,Union County,15007,620,KY,50,-0.003225806,-2
1267,2019,603,615,781,1037,1368,Warren County,113792,777,KY,50,0.005148005,4
1268,2019,463,503,647,811,1117,Washington County,11717,645,KY,50,0.003100775,2
1269,2019,443,540,618,894,907,Wayne County,20813,620,KY,50,-0.003225806,-2
1270,2019,443,518,618,892,914,Webster County,13621,620,KY,50,-0.003225806,-2
1271,2019,443,530,618,774,1053,Whitley County,35637,639,KY,50,-0.03286385,-21
1272,2019,443,467,618,778,843,Wolfe County,7355,620,KY,50,-0.003225806,-2
1273,2019,617,692,883,1231,1551,Woodford County,24939,820,KY,50,0.076829268,63
1274,2019,463,485,641,877,1014,Acadia Parish,61773,680,LA,50,-0.057352941,-39
1275,2019,519,523,641,906,930,Allen Parish,25764,680,LA,50,-0.057352941,-39
1276,2019,719,849,981,1259,1567,Ascension Parish,107215,906,LA,50,0.082781457,75
1277,2019,567,592,678,953,1007,Assumption Parish,23421,706,LA,50,-0.039660057,-28
1278,2019,429,520,667,883,984,Avoyelles Parish,42073,699,LA,50,-0.045779685,-32
1279,2019,536,556,641,914,1126,Beauregard Parish,35654,680,LA,50,-0.057352941,-39
1280,2019,536,560,641,865,868,Bienville Parish,14353,680,LA,50,-0.057352941,-39
1281,2019,584,718,828,1045,1200,Bossier Parish,116979,820,LA,50,0.009756098,8
1282,2019,584,718,828,1045,1200,Caddo Parish,254969,820,LA,50,0.009756098,8
1283,2019,587,661,827,1059,1209,Calcasieu Parish,192768,791,LA,50,0.04551201,36
1284,2019,536,560,641,927,1042,Caldwell Parish,10132,680,LA,50,-0.057352941,-39
1285,2019,587,661,827,1059,1209,Cameron Parish,6839,791,LA,50,0.04551201,36
1286,2019,481,485,641,855,1079,Catahoula Parish,10407,680,LA,50,-0.057352941,-39
1287,2019,508,511,676,893,1079,Claiborne Parish,17195,680,LA,50,-0.005882353,-4
1288,2019,500,503,641,835,952,Concordia Parish,20822,680,LA,50,-0.057352941,-39
1289,2019,584,718,828,1045,1200,De Soto Parish,26656,820,LA,50,0.009756098,8
1290,2019,719,849,981,1259,1567,East Baton Rouge Parish,440171,906,LA,50,0.082781457,75
1291,2019,484,488,641,807,952,East Carroll Parish,7759,680,LA,50,-0.057352941,-39
1292,2019,719,849,981,1259,1567,East Feliciana Parish,20267,906,LA,50,0.082781457,75
1293,2019,497,500,641,811,1036,Evangeline Parish,33984,680,LA,50,-0.057352941,-39
1294,2019,481,485,641,803,952,Franklin Parish,20767,680,LA,50,-0.057352941,-39
1295,2019,499,623,777,1020,1189,Grant Parish,22309,750,LA,50,0.036,27
1296,2019,591,594,773,968,1083,Iberia Parish,73240,759,LA,50,0.018445323,14
1297,2019,560,663,759,951,1191,Iberville Parish,33387,708,LA,50,0.072033898,51
1298,2019,536,542,641,857,1079,Jackson Parish,16274,680,LA,50,-0.057352941,-39
1299,2019,723,844,1008,1304,1492,Jefferson Parish,432552,996,LA,50,0.012048193,12
1300,2019,546,560,641,927,933,Jefferson Davis Parish,31594,680,LA,50,-0.057352941,-39
1301,2019,614,730,842,1105,1253,Lafayette Parish,221578,865,LA,50,-0.026589595,-23
1302,2019,665,669,848,1190,1423,Lafourche Parish,96318,824,LA,50,0.029126214,24
1303,2019,481,485,641,836,952,La Salle Parish,14890,680,LA,50,-0.057352941,-39
1304,2019,613,617,728,980,984,Lincoln Parish,46735,783,LA,50,-0.070242656,-55
1305,2019,719,849,981,1259,1567,Livingston Parish,128026,906,LA,50,0.082781457,75
1306,2019,481,485,641,814,866,Madison Parish,12093,680,LA,50,-0.057352941,-39
1307,2019,536,560,641,897,952,Morehouse Parish,27979,680,LA,50,-0.057352941,-39
1308,2019,536,548,725,963,980,Natchitoches Parish,39566,767,LA,50,-0.054758801,-42
1309,2019,723,844,1008,1304,1492,Orleans Parish,343829,996,LA,50,0.012048193,12
1310,2019,575,579,741,959,1002,Ouachita Parish,153720,728,LA,50,0.017857143,13
1311,2019,723,844,1008,1304,1492,Plaquemines Parish,23042,996,LA,50,0.012048193,12
1312,2019,719,849,981,1259,1567,Pointe Coupee Parish,22802,906,LA,50,0.082781457,75
1313,2019,499,623,777,1020,1189,Rapides Parish,131613,750,LA,50,0.036,27
1314,2019,551,555,734,920,992,Red River Parish,9091,760,LA,50,-0.034210526,-26
1315,2019,481,485,641,803,1126,Richland Parish,20725,680,LA,50,-0.057352941,-39
1316,2019,498,533,641,871,1114,Sabine Parish,24233,680,LA,50,-0.057352941,-39
1317,2019,723,844,1008,1304,1492,St. Bernard Parish,35897,996,LA,50,0.012048193,12
1318,2019,723,844,1008,1304,1492,St. Charles Parish,52780,996,LA,50,0.012048193,12
1319,2019,719,849,981,1259,1567,St. Helena Parish,11203,906,LA,50,0.082781457,75
1320,2019,503,611,700,927,1230,St. James Parish,22102,680,LA,50,0.029411765,20
1321,2019,723,844,1008,1304,1492,St. John the Baptist Parish,45924,996,LA,50,0.012048193,12
1322,2019,512,515,681,884,921,St. Landry Parish,83384,704,LA,50,-0.032670455,-23
1323,2019,614,730,842,1105,1253,St. Martin Parish,52160,865,LA,50,-0.026589595,-23
1324,2019,597,600,743,984,1199,St. Mary Parish,54650,786,LA,50,-0.054707379,-43
1325,2019,723,844,1008,1304,1492,St. Tammany Parish,233740,996,LA,50,0.012048193,12
1326,2019,641,645,842,1055,1138,Tangipahoa Parish,121097,831,LA,50,0.013237064,11
1327,2019,500,503,641,927,952,Tensas Parish,5252,680,LA,50,-0.057352941,-39
1328,2019,665,669,848,1190,1423,Terrebonne Parish,111860,824,LA,50,0.029126214,24
1329,2019,575,579,741,959,1002,Union Parish,22721,728,LA,50,0.017857143,13
1330,2019,515,582,668,940,943,Vermilion Parish,57999,680,LA,50,-0.017647059,-12
1331,2019,637,750,992,1243,1442,Vernon Parish,52334,1024,LA,50,-0.03125,-32
1332,2019,536,560,641,873,1040,Washington Parish,47168,680,LA,50,-0.057352941,-39
1333,2019,455,560,641,917,937,Webster Parish,41207,680,LA,50,-0.057352941,-39
1334,2019,719,849,981,1259,1567,West Baton Rouge Parish,23788,906,LA,50,0.082781457,75
1335,2019,481,485,641,825,866,West Carroll Parish,11604,680,LA,50,-0.057352941,-39
1336,2019,719,849,981,1259,1567,West Feliciana Parish,15625,906,LA,50,0.082781457,75
1337,2019,519,522,641,891,1115,Winn Parish,15313,680,LA,50,-0.057352941,-39
1338,2019,659,712,915,1150,1460,Androscoggin County,23055,847,ME,50,0.080283353,68
1339,2019,659,712,915,1150,1460,Androscoggin County,3848,847,ME,50,0.080283353,68
1340,2019,659,712,915,1150,1460,Androscoggin County,4350,847,ME,50,0.080283353,68
1341,2019,659,712,915,1150,1460,Androscoggin County,2326,847,ME,50,0.080283353,68
1342,2019,659,712,915,1150,1460,Androscoggin County,36592,847,ME,50,0.080283353,68
1343,2019,659,712,915,1150,1460,Androscoggin County,9009,847,ME,50,0.080283353,68
1344,2019,659,712,915,1150,1460,Androscoggin County,2095,847,ME,50,0.080283353,68
1345,2019,659,712,915,1150,1460,Androscoggin County,3187,847,ME,50,0.080283353,68
1346,2019,659,712,915,1150,1460,Androscoggin County,3031,847,ME,50,0.080283353,68
1347,2019,659,712,915,1150,1460,Androscoggin County,2607,847,ME,50,0.080283353,68
1348,2019,659,712,915,1150,1460,Androscoggin County,5376,847,ME,50,0.080283353,68
1349,2019,659,712,915,1150,1460,Androscoggin County,4876,847,ME,50,0.080283353,68
1350,2019,659,712,915,1150,1460,Androscoggin County,5734,847,ME,50,0.080283353,68
1351,2019,659,712,915,1150,1460,Androscoggin County,1616,847,ME,50,0.080283353,68
1352,2019,563,633,742,1000,1073,Aroostook County,239,697,ME,50,0.06456241,45
1353,2019,563,633,742,1000,1073,Aroostook County,238,697,ME,50,0.06456241,45
1354,2019,563,633,742,1000,1073,Aroostook County,1302,697,ME,50,0.06456241,45
1355,2019,563,633,742,1000,1073,Aroostook County,68,697,ME,50,0.06456241,45
1356,2019,563,633,742,1000,1073,Aroostook County,726,697,ME,50,0.06456241,45
1357,2019,563,633,742,1000,1073,Aroostook County,610,697,ME,50,0.06456241,45
1358,2019,563,633,742,1000,1073,Aroostook County,8189,697,ME,50,0.06456241,45
1359,2019,563,633,742,1000,1073,Aroostook County,218,697,ME,50,0.06456241,45
1360,2019,563,633,742,1000,1073,Aroostook County,425,697,ME,50,0.06456241,45
1361,2019,563,633,742,1000,1073,Aroostook County,306,697,ME,50,0.06456241,45
1362,2019,563,633,742,1000,1073,Aroostook County,118,697,ME,50,0.06456241,45
1363,2019,563,633,742,1000,1073,Aroostook County,468,697,ME,50,0.06456241,45
1364,2019,563,633,742,1000,1073,Aroostook County,457,697,ME,50,0.06456241,45
1365,2019,563,633,742,1000,1073,Aroostook County,269,697,ME,50,0.06456241,45
1366,2019,563,633,742,1000,1073,Aroostook County,103,697,ME,50,0.06456241,45
1367,2019,563,633,742,1000,1073,Aroostook County,213,697,ME,50,0.06456241,45
1368,2019,563,633,742,1000,1073,Aroostook County,864,697,ME,50,0.06456241,45
1369,2019,563,633,742,1000,1073,Aroostook County,1287,697,ME,50,0.06456241,45
1370,2019,563,633,742,1000,1073,Aroostook County,3496,697,ME,50,0.06456241,45
1371,2019,563,633,742,1000,1073,Aroostook County,4097,697,ME,50,0.06456241,45
1372,2019,563,633,742,1000,1073,Aroostook County,1087,697,ME,50,0.06456241,45
1373,2019,563,633,742,1000,1073,Aroostook County,81,697,ME,50,0.06456241,45
1374,2019,563,633,742,1000,1073,Aroostook County,3,697,ME,50,0.06456241,45
1375,2019,563,633,742,1000,1073,Aroostook County,467,697,ME,50,0.06456241,45
1376,2019,563,633,742,1000,1073,Aroostook County,219,697,ME,50,0.06456241,45
1377,2019,563,633,742,1000,1073,Aroostook County,118,697,ME,50,0.06456241,45
1378,2019,563,633,742,1000,1073,Aroostook County,121,697,ME,50,0.06456241,45
